logFC,AveExpr,t,P.Value,adj.P.Val,B,CpG
0.103621235867167,0.878058002716858,6.2761991050649,6.88301597511024e-07,0.327771933520879,5.99704841985691,cg07018629
-0.180789058911582,-3.84850045219242,-6.12058010213964,1.05733567471877e-06,0.327771933520879,5.58463601041085,cg26650987
0.0905525887215453,-1.30613644833611,6.06923170801659,1.21871710249507e-06,0.327771933520879,5.4481479216024,cg14746387
0.108836705808967,-0.567160349691819,5.58871319092439,4.64149119472727e-06,0.694061076650351,4.16306905999131,cg01784614
-0.05782742263994,3.05853173545551,-5.55125925558243,5.15390270787606e-06,0.694061076650351,4.06244884658424,cg14863376
-0.0858249328505471,-3.7565284521617,-5.54726479564191,5.21180178974804e-06,0.694061076650351,4.05171500577239,cg00308159
0.0959031570189894,-2.28901509793785,5.40471245061037,7.7675582193571e-06,0.694061076650351,3.66836783460583,cg21084142
-0.0644233549291029,2.26697839897312,-5.40371075589648,7.78938511918376e-06,0.694061076650351,3.66567248809784,cg02607810
0.0639312783085543,2.57590638783313,5.362507331098,8.7425986145188e-06,0.694061076650351,3.55478835130132,cg19474052
0.103488467410088,1.75343269165603,5.28733298043829,1.0793332077748e-05,0.694061076650351,3.35242752654356,cg03621539
-0.216722629387821,-3.3642904405981,-5.27332166619858,1.12258011273551e-05,0.694061076650351,3.31470535077823,cg01992107
-0.190625479453971,-0.546842044387387,-5.23523285928415,1.24912189877282e-05,0.694061076650351,3.21215606401527,cg06317358
-0.102982440853842,2.83294501647972,-5.20947097888617,1.34271509957566e-05,0.694061076650351,3.14279429088327,cg10559226
-0.0992330620065718,3.24635774479497,-5.18594614544583,1.43430147591429e-05,0.694061076650351,3.07945654891241,cg00237010
0.0668833437390602,-0.189043889737509,5.18133209891761,1.45298530522462e-05,0.694061076650351,3.06703402512721,cg02341571
-0.0958781686434747,3.6682900781519,-5.17338017126345,1.48575878999383e-05,0.694061076650351,3.04562507715067,cg24732123
-0.0782856813100335,-5.15762610924602,-5.17133980585114,1.49428666482934e-05,0.694061076650351,3.04013186353664,cg06060853
0.0682844576509657,-3.35855427716548,5.14751306944705,1.59757327987688e-05,0.694061076650351,2.97598591892112,cg14563165
0.0939390175795056,-3.28443113008642,5.11084488645954,1.77065202242281e-05,0.694061076650351,2.87727838129674,cg05099508
-0.0823346420640606,2.53407865640651,-5.07123467936814,1.97874512584188e-05,0.694061076650351,2.77067034716609,cg14335029
0.118189958852176,-0.90005353879979,5.06884469951791,1.9920557384901e-05,0.694061076650351,2.7642386739363,cg05207730
-0.057505940297264,-0.649246328994469,-5.06046279904391,2.03944865792705e-05,0.694061076650351,2.74168294117998,cg10617037
0.0868613652150219,-3.88221336196457,5.05767406440832,2.05546523017065e-05,0.694061076650351,2.73417872558537,cg06992147
0.0497177074940183,3.42286953896415,5.01633973414242,2.30814400837224e-05,0.694061076650351,2.62297040886213,cg20871509
0.0615319678397001,-1.08971566458675,5.0156607844963,2.31254364386884e-05,0.694061076650351,2.62114403506651,cg09284275
-0.0719282025844575,2.76222897148616,-5.01384940814142,2.32432250165495e-05,0.694061076650351,2.61627148795104,cg00109271
0.0843964164846109,-3.94361917684307,5.00438410642878,2.38685427664832e-05,0.694061076650351,2.59081140093998,cg01106412
0.136619830865976,0.525939725958735,4.98256289408445,2.53749000810607e-05,0.694061076650351,2.53212464216911,cg13925975
-0.0696654600325622,1.8228219703017,-4.98166287999624,2.54390280029224e-05,0.694061076650351,2.52970438457454,cg13550546
0.0956296098352405,-1.34430250364331,4.97654903937282,2.58064836486692e-05,0.694061076650351,2.51595301449146,cg03016083
0.0760460660348137,-3.6464848747424,4.93561713871854,2.89451140522048e-05,0.702052474847431,2.40591310157214,cg19585816
-0.133562231226676,2.63634325758119,-4.93368537632526,2.91023095309848e-05,0.702052474847431,2.40072112851439,cg08209379
0.0766697044868238,-3.66550305119172,4.92897790847407,2.94889517204369e-05,0.702052474847431,2.38806945250079,cg11938453
0.112576353831263,2.21724294620806,4.9245363582797,2.98584506378884e-05,0.702052474847431,2.37613314227798,cg08275631
0.101079601635116,-2.69643506021355,4.91203149248746,3.09237425674196e-05,0.702052474847431,2.3425310209289,cg19548283
-0.245485587460706,-4.28873286857761,-4.90743994449036,3.13243424629359e-05,0.702052474847431,2.33019437034634,cg26347197
0.0948537881843582,3.43673092312918,4.87227537088565,3.45689386835746e-05,0.750930886962459,2.23574016706893,cg10810804
0.0653002339528063,-3.0347659647732,4.86413474229858,3.53666115605518e-05,0.750930886962459,2.21388099714229,cg05766896
0.0799982046544908,-3.8224193474371,4.83547497688201,3.83236974549963e-05,0.754154130618188,2.13694668522696,cg10551649
0.107736120535633,-2.04281810726055,4.83273299926937,3.8619211651066e-05,0.754154130618188,2.12958804540619,cg23648810
-0.108687473081321,0.250902059073239,-4.83178623605577,3.87217746439862e-05,0.754154130618188,2.12704729952202,cg03636183
0.081364267543366,0.778072533548289,4.80250374776936,4.20315261423204e-05,0.754154130618188,2.04848551527277,cg19259111
0.0608061547109486,-3.96625264000518,4.78582717282261,4.40408529119997e-05,0.754154130618188,2.00376308231794,cg24885055
-0.0852344205158615,-0.281401566458393,-4.77899190262953,4.48917984491532e-05,0.754154130618188,1.98543676259992,cg02928699
-0.063577313433246,-2.4808313691259,-4.77873697292217,4.49238501979183e-05,0.754154130618188,1.98475330817411,cg10103266
0.0981458131146253,-2.56386394344107,4.77772145146152,4.50517557758412e-05,0.754154130618188,1.98203077786538,cg10242541
-0.0909974765828676,1.98317948745038,-4.76949461012491,4.61013863544574e-05,0.754154130618188,1.95997733267457,cg12816842
0.0703188278244437,-3.85713688284441,4.76589474903029,4.65683018175582e-05,0.754154130618188,1.9503284516558,cg04155348
-0.0639537718196779,1.27343457147476,-4.76520457862456,4.66583557913802e-05,0.754154130618188,1.94847863604227,cg05201300
0.136737241302226,-2.81438718748703,4.7600325539324,4.73387452654095e-05,0.754154130618188,1.93461725840118,cg14384968
-0.0458966473684388,3.6945479411241,-4.75211747774132,4.83991559900861e-05,0.754154130618188,1.91340721643873,cg16516712
0.0493344451774681,2.81872034228999,4.74354701331604,4.95740419334352e-05,0.754154130618188,1.89044495403067,cg01285862
0.0390069939957926,-3.45518205132286,4.72810656453785,5.17627726868632e-05,0.754154130618188,1.84908723689892,cg21380842
0.0475623616277064,-3.06017503540867,4.71984289987632,5.29733964949917e-05,0.754154130618188,1.82695862075193,cg04984616
-0.0767612643137064,3.00367616757392,-4.7153766262096,5.36393862891968e-05,0.754154130618188,1.8150004770755,cg01300942
-0.0644569857467129,0.250604259341409,-4.71262359174628,5.40540480593086e-05,0.754154130618188,1.80763002948618,cg09012602
0.0505098282845855,3.37573256382356,4.71024692683435,5.4414584404498e-05,0.754154130618188,1.80126758148338,cg10983873
0.0716754365178193,-4.21084500027141,4.70876953457382,5.46399069445896e-05,0.754154130618188,1.79731270850809,cg22829821
0.0704682003383885,3.24326543581194,4.70546657456481,5.51470154818746e-05,0.754154130618188,1.78847141862344,cg14076056
-0.0698257211585615,-1.76254510580486,-4.67286689830865,6.04100547236617e-05,0.766761580756231,1.70124716912331,cg21064727
-0.0745271651035359,0.417793906282005,-4.6514378803671,6.41386464540992e-05,0.766761580756231,1.64395029609922,cg08506127
